1-L-fifth	0.510535322763738
1-L-first	3.312187860169261
1-L-fourth	0.493670196748695
1-L-second	0.5142421608542029
1-L-third	0.31443307379271634
1-R-fifth	0.4810982501691204
1-R-first	3.040661977786727
1-R-fourth	0.5102899072818154
1-R-second	1.34804917527046
1-R-third	0.2253996450751419
10-L-fifth	0.8978166499024763
10-L-first	10.735539833949469
10-L-fourth	2.44793769270552
10-L-second	0.8840354541592352
10-L-third	2.742195816264193
10-R-fifth	1.2123960617415068
10-R-first	5.036452672895456
10-R-fourth	0.9831019650495115
10-R-second	0.8378223652955747
10-R-third	0.6741643950691467
11-L-fifth	3.7882854057989714
11-L-first	4.6197462621139485
11-L-fourth	4.002936389307493
11-L-second	0.7621318783517712
11-L-third	2.6569917199720434
11-R-fifth	2.5206270627511884
11-R-first	7.29634335237792
11-R-fourth	3.3110538948704606
11-R-second	1.1855634902752736
11-R-third	2.7689547239270467
12-L-fifth	0.7523849798439206
12-L-first	2.3734462507634677
12-L-fourth	4.836762292451863
12-L-second	0.6895620272852071
12-L-third	4.818026758135042
12-R-fifth	2.6801105142178483
12-R-first	3.387890626147315
12-R-fourth	5.096554460458659
12-R-second	0.6988629863458288
12-R-third	5.170088668688891
13-L-fifth	0.5426921197530933
13-L-first	6.731738084000219
13-L-fourth	0.5764172465369711
13-L-second	1.021279383394853
13-L-third	0.6857811527547866
13-R-fifth	1.1623138221034077
13-R-first	3.824566160467024
13-R-fourth	2.341718891844419
13-R-second	0.8288298663588445
13-R-third	2.224528098981421
14-L-fifth	0.3871525607085116
14-L-first	2.8677067217735606
14-L-fourth	0.6576983391062804
14-L-second	0.8363660430067311
14-L-third	0.6764076939398693
14-R-fifth	1.211429777272772
14-R-first	3.3650535305040683
14-R-fourth	0.6093333285346844
14-R-second	0.6680757914772038
14-R-third	0.4229545203869895
15-L-fifth	0.4078347833698301
15-L-first	4.518163664005194
15-L-fourth	0.38472957009471304
15-L-second	0.7516571166779632
15-L-third	0.5448089959841556
15-R-fifth	1.639483551545874
15-R-first	6.287582164368447
15-R-fourth	1.2628789165611791
15-R-second	0.5608158999923331
15-R-third	0.5933703911155594
16-L-fifth	0.6904634217987984
16-L-first	8.602219588112435
16-L-fourth	0.5436949609167959
16-L-second	1.483890601017972
16-L-third	0.566126961769271
16-R-fifth	1.396293872702795
16-R-first	9.794554596143824
16-R-fourth	0.6156930198864048
16-R-second	1.0833933046828266
16-R-third	0.5998061090227842
17-L-fifth	1.0953791701122446
17-L-first	12.939863742876529
17-L-fourth	1.8996245473915725
17-L-second	1.210195612722437
17-L-third	1.7065430585034513
17-R-fifth	5.713577987658227
17-R-first	9.694330885408723
17-R-fourth	3.72680231918944
17-R-second	0.7885514701353578
17-R-third	1.3504147511042675
18-L-fifth	0.5388672329403998
18-L-first	8.539841533720203
18-L-fourth	0.38808572031935046
18-L-second	0.8801411370073734
18-L-third	0.6556282643790085
18-R-fifth	1.0714225663992114
18-R-first	7.4149655924246956
18-R-fourth	1.1760370563442
18-R-second	0.6387279710899101
18-R-third	0.812700987286741
19-L-fifth	0.7254407009027798
19-L-first	2.0113218355886726
19-L-fourth	2.1276577188121806
19-L-second	0.5588889353934839
19-L-third	2.4088446673828807
19-R-fifth	1.3459274829921872
19-R-first	2.08639225256876
19-R-fourth	0.8839532912165847
19-R-second	0.784124721550959
19-R-third	1.1148098728624443
2-L-fifth	0.8802057175814968
2-L-first	7.725222718642589
2-L-fourth	0.8290671676173487
2-L-second	0.7986849388707342
2-L-third	0.9486848237095612
2-R-fifth	5.006198894213159
2-R-first	3.237071898133282
2-R-fourth	2.7287253145205494
2-R-second	1.1501194445978664
2-R-third	1.4588986473219756
20-L-fifth	5.882767407302539
20-L-first	6.074165721358476
20-L-fourth	4.2034589766549475
20-L-second	9.112938459598038
20-L-third	5.102219228201743
20-R-fifth	24.46941852921509
20-R-first	19.765552404172904
20-R-fourth	29.058059956250563
20-R-second	32.69202801585539
20-R-third	33.58056306540249
21-L-fifth	1.4307836461552323
21-L-first	1.938028298093329
21-L-fourth	0.45698669795220753
21-L-second	1.1346972700843339
21-L-third	0.5696813513757181
21-R-fifth	13.130352101744624
21-R-first	9.81085038430196
21-R-fourth	17.22584719481011
21-R-second	17.380400478397316
21-R-third	19.15054571161437
22-L-fifth	0.621873231285503
22-L-first	1.9900046945197205
22-L-fourth	0.47097435397828535
22-L-second	0.5983661966247416
22-L-third	0.5842338662952654
22-R-fifth	1.0097643028788554
22-R-first	2.9695958878005775
22-R-fourth	1.0686957126870997
22-R-second	0.5516911798232201
22-R-third	0.9236556375847568
23-L-fifth	0.5247816588579335
23-L-first	2.3083712644929633
23-L-fourth	0.5207006918819244
23-L-second	1.1203894999414037
23-L-third	0.5343623844309554
23-R-fifth	1.1388664724651703
23-R-first	7.777750046734188
23-R-fourth	0.7746109379960752
23-R-second	1.3990307735225682
23-R-third	0.8694154115811018
24-L-fifth	1.6908456308511497
24-L-first	8.272790832475746
24-L-fourth	0.43414283363888406
24-L-second	0.667768278435124
24-L-third	0.493168861867604
24-R-fifth	0.6951781293876748
24-R-first	1.5016463771824784
24-R-fourth	0.5280649880260457
24-R-second	1.1843153696278876
24-R-third	0.5170653526851017
25-L-fifth	2.849355005500091
25-L-first	4.878484449735983
25-L-fourth	1.066824604535397
25-L-second	0.8433284619511189
25-L-third	0.4646900495010234
25-R-fifth	0.7398726775245643
25-R-first	1.814233200353019
25-R-fourth	1.5212235380218058
25-R-second	0.7325837476824201
25-R-third	1.5676412049217197
26-L-fifth	0.6093557857969428
